32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
